"ID","External ID","Name","Type","Step ID","Is Completed"
"4101696153432","2208170-79874946-arrived","Arrived at Stop","arrived","4101696139613","Yes"
"4101696153433","2208170-79874946-pickupRelay","Pickup Relay","pickupRelay","4101696139613","Yes"
"4101696153434","2208170-79874946-departed","Departed from Stop","departed","4101696139613","Yes"
"4101696153435","61534-79874948-arrived","Arrived at Stop","arrived","4101696139614","Yes"
"4101696153436","61534-79874948-dropCustomerLiveUnload","Drop Customer Live Unload","dropCustomerLiveUnload","4101696139614","Yes"
"4101696153437","61534-79874948-departed","Departed from Stop","departed","4101696139614","Yes"
"4101696153438","93257-79874822-arrived","Arrived at Stop","arrived","4101696139615","Yes"
"4101696153439","93257-79874822-dropLoaded","Drop Loaded","dropLoaded","4101696139615","Yes"
"4101696153440","93257-79874822-pickupEmpty","Pickup Empty","pickupEmpty","4101696139615","Yes"
"4101696153441","93257-79874822-paperworkReference","Paperwork","paperworkReference","4101696139615","Yes"
"4101696153442","93257-79874822-departed","Departed from Stop","departed","4101696139615","Yes"
"4101696153443","93257-79874822-expense","Report Expenses","expense","4101696139615","No"
"4101696153444","2208170-79874949-arrived","Arrived at Stop","arrived","4101696139616","Yes"
"4101696153445","2208170-79874949-dropEmpty","Drop Empty","dropEmpty","4101696139616","Yes"
"4101696153446","2208170-79874949-departed","Departed from Stop","departed","4101696139616","Yes"
"4169686521345","2463569-79877959-arrived","Arrived at Stop","arrived","4169686515512","Yes"
"4169686521346","2463569-79877959-pickupLumperLoad","Pickup Lumper Load","pickupLumperLoad","4169686515512","Yes"
"4169686521347","2463569-79877959-departed","Departed from Stop","departed","4169686515512","Yes"
"4169686521348","2168014-79877960-arrived","Arrived at Stop","arrived","4169686515513","Yes"
"4169686521349","2168014-79877960-dropAtRamp","Drop Ramp","dropAtRamp","4169686515513","Yes"
"4169686521350","2168014-79877960-paperworkReference","Paperwork","paperworkReference","4169686515513","Yes"
"4169686521351","2168014-79877960-departed","Departed from Stop","departed","4169686515513","Yes"
"4169686521352","2168014-79877960-expense","Report Expenses","expense","4169686515513","No"
"4222616202737","2168110-79878615-arrived","Arrived at Stop","arrived","4222616191530","Yes"
"4222616202738","2168110-79878615-pickupAtRamp","Pickup Ramp","pickupAtRamp","4222616191530","No"
"4222616202739","2168110-79878615-reportJ1","J1 Report","reportJ1","4222616191530","No"
"4222616202740","2168110-79878615-departed","Departed from Stop","departed","4222616191530","No"
"4222616202741","99598-79878616-arrived","Arrived at Stop","arrived","4222616191531","No"
"4222616202742","99598-79878616-dropEmpty","Drop Empty","dropEmpty","4222616191531","No"
"4222616202743","99598-79878616-dropCustomerLiveUnload","Drop Customer Live Unload","dropCustomerLiveUnload","4222616191531","No"
"4222616202744","99598-79878616-paperworkReference","Paperwork","paperworkReference","4222616191531","No"
"4222616202745","99598-79878616-departed","Departed from Stop","departed","4222616191531","No"
"4222616202746","99598-79878616-expense","Report Expenses","expense","4222616191531","No"
"4241041552713","2463569-79880217-arrived","Arrived at Stop","arrived","4241041548728","Yes"
"4241041552714","2463569-79880217-pickupCustomerLiveLoad","Pickup Customer Live Load","pickupCustomerLiveLoad","4241041548728","Yes"
"4241041552715","2463569-79880217-pickupEmpty","Pickup Empty","pickupEmpty","4241041548728","Yes"
"4241041552716","2463569-79880217-departed","Departed from Stop","departed","4241041548728","Yes"
"4241041552717","2168014-79880218-arrived","Arrived at Stop","arrived","4241041548729","Yes"
"4241041552718","2168014-79880218-dropAtRamp","Drop Ramp","dropAtRamp","4241041548729","Yes"
"4241041552719","2168014-79880218-paperworkReference","Paperwork","paperworkReference","4241041548729","Yes"
"4241041552720","2168014-79880218-departed","Departed from Stop","departed","4241041548729","Yes"
"4241041552721","2168014-79880218-expense","Report Expenses","expense","4241041548729","Yes"
"4321937694834","28264-79881031-arrived","Arrived at Stop","arrived","4321937678109","No"
"4321937694835","28264-79881031-pickupEmpty","Pickup Empty","pickupEmpty","4321937678109","No"
"4321937694836","28264-79881031-etaUpdateToNextStop","ETA Update to Next Stop","etaUpdateToNextStop","4321937678109","No"
"4321937694837","28264-79881031-departed","Departed from Stop","departed","4321937678109","No"
"4321937694838","2004940-79881011-arrived","Arrived at Stop","arrived","4321937678110","No"
"4321937694839","2004940-79881011-pickupCustomerLiveLoad","Pickup Customer Live Load","pickupCustomerLiveLoad","4321937678110","No"
"4321937694840","2004940-79881011-departed","Departed from Stop","departed","4321937678110","No"
"4321937694841","2153294-79881012-arrived","Arrived at Stop","arrived","4321937678111","No"
"4321937694842","2153294-79881012-dropAtRamp","Drop Ramp","dropAtRamp","4321937678111","No"
"4321937694843","2153294-79881012-paperworkReference","Paperwork","paperworkReference","4321937678111","No"
"4321937694844","2153294-79881012-departed","Departed from Stop","departed","4321937678111","No"
"4321937694845","2153294-79881012-expense","Report Expenses","expense","4321937678111","No"
"4326170894829","48201-79881017-arrived","Arrived at Stop","arrived","4326170890808","No"
"4326170894830","48201-79881017-pickupCustomerLiveLoad","Pickup Customer Live Load","pickupCustomerLiveLoad","4326170890808","No"
"4326170894831","48201-79881017-pickupEmpty","Pickup Empty","pickupEmpty","4326170890808","No"
"4326170894832","48201-79881017-departed","Departed from Stop","departed","4326170890808","No"
"4326170894833","2273911-79881018-arrived","Arrived at Stop","arrived","4326170890809","No"
"4326170894834","2273911-79881018-dropAtRamp","Drop Ramp","dropAtRamp","4326170890809","No"
"4326170894835","2273911-79881018-paperworkReference","Paperwork","paperworkReference","4326170890809","No"
"4326170894836","2273911-79881018-departed","Departed from Stop","departed","4326170890809","No"
"4326170894837","2273911-79881018-expense","Report Expenses","expense","4326170890809","No"
"4326170894850","28264-79883197-arrived","Arrived at Stop","arrived","4326170890813","Yes"
"4326170894851","28264-79883197-pickupEmpty","Pickup Empty","pickupEmpty","4326170890813","Yes"
"4326170894852","28264-79883197-etaUpdateToNextStop","ETA Update to Next Stop","etaUpdateToNextStop","4326170890813","No"
"4326170894853","28264-79883197-departed","Departed from Stop","departed","4326170890813","Yes"
"4326170894854","2004940-79881032-arrived","Arrived at Stop","arrived","4326170890814","Yes"
"4326170894855","2004940-79881032-pickupCustomerLiveLoad","Pickup Customer Live Load","pickupCustomerLiveLoad","4326170890814","Yes"
"4326170894856","2004940-79881032-departed","Departed from Stop","departed","4326170890814","Yes"
"4326170894857","2153294-79881033-arrived","Arrived at Stop","arrived","4326170890815","Yes"
"4326170894858","2153294-79881033-dropAtRamp","Drop Ramp","dropAtRamp","4326170890815","Yes"
"4326170894859","2153294-79881033-paperworkReference","Paperwork","paperworkReference","4326170890815","Yes"
"4326170894860","2153294-79881033-departed","Departed from Stop","departed","4326170890815","Yes"
"4326170894861","2153294-79881033-expense","Report Expenses","expense","4326170890815","Yes"
"4326170894882","2153294-79881038-arrived","Arrived at Stop","arrived","4326170890820","Yes"
"4326170894883","2153294-79881038-pickupAtRamp","Pickup Ramp","pickupAtRamp","4326170890820","No"
"4326170894884","2153294-79881038-reportJ1","J1 Report","reportJ1","4326170890820","No"
"4326170894885","2153294-79881038-departed","Departed from Stop","departed","4326170890820","No"
"4326170894886","2004940-79881039-arrived","Arrived at Stop","arrived","4326170890821","No"
"4326170894887","2004940-79881039-dropLoaded","Drop Loaded","dropLoaded","4326170890821","No"
"4326170894888","2004940-79881039-pickupEmpty","Pickup Empty","pickupEmpty","4326170890821","No"
"4326170894889","2004940-79881039-paperworkReference","Paperwork","paperworkReference","4326170890821","No"
"4326170894890","2004940-79881039-departed","Departed from Stop","departed","4326170890821","No"
"4326170894891","2004940-79881039-expense","Report Expenses","expense","4326170890821","No"
"4344949455802","46798-79883232-arrived","Arrived at Stop","arrived","4344949452002","No"
"4344949455803","46798-79883232-pickupLoadedTrailingUnit","Pickup Loaded Trailing Unit","pickupLoadedTrailingUnit","4344949452002","No"
"4344949455804","46798-79883232-dropEmpty","Drop Empty","dropEmpty","4344949452002","No"
"4344949455805","46798-79883232-etaToStop","ETA to Stop","etaToStop","4344949452002","No"
"4344949455806","46798-79883232-natNalUpdate","Update NAT/NAL","natNalUpdate","4344949452002","No"
"4344949455807","46798-79883232-departed","Departed from Stop","departed","4344949452002","No"
"4344949455808","2437360-79883233-arrived","Arrived at Stop","arrived","4344949452003","No"
"4344949455809","2437360-79883233-dropLoaded","Drop Loaded","dropLoaded","4344949452003","No"
"4344949455810","2437360-79883233-pickupEmpty","Pickup Empty","pickupEmpty","4344949452003","No"
"4344949455811","2437360-79883233-paperworkReference","Paperwork","paperworkReference","4344949452003","No"
"4344949455812","2437360-79883233-departed","Departed from Stop","departed","4344949452003","No"
"4344949455813","2437360-79883233-expense","Report Expenses","expense","4344949452003","No"
"4345047484249","46798-79883252-arrived","Arrived at Stop","arrived","4345047466210","No"
"4345047484250","46798-79883252-pickupLoadedTrailingUnit","Pickup Loaded Trailing Unit","pickupLoadedTrailingUnit","4345047466210","No"
"4345047484251","46798-79883252-dropEmpty","Drop Empty","dropEmpty","4345047466210","No"
"4345047484252","46798-79883252-etaToStop","ETA to Stop","etaToStop","4345047466210","No"
"4345047484253","46798-79883252-natNalUpdate","Update NAT/NAL","natNalUpdate","4345047466210","No"
"4345047484254","46798-79883252-departed","Departed from Stop","departed","4345047466210","No"
"4345047484255","2437360-79883253-arrived","Arrived at Stop","arrived","4345047466211","No"
"4345047484256","2437360-79883253-dropLoaded","Drop Loaded","dropLoaded","4345047466211","No"
"4345047484257","2437360-79883253-pickupEmpty","Pickup Empty","pickupEmpty","4345047466211","No"
"4345047484258","2437360-79883253-paperworkReference","Paperwork","paperworkReference","4345047466211","No"
"4345047484259","2437360-79883253-departed","Departed from Stop","departed","4345047466211","No"
"4345047484260","2437360-79883253-expense","Report Expenses","expense","4345047466211","No"
"4345047484321","46798-79883256-arrived","Arrived at Stop","arrived","4345047466222","No"
"4345047484322","46798-79883256-pickupLoadedTrailingUnit","Pickup Loaded Trailing Unit","pickupLoadedTrailingUnit","4345047466222","No"
"4345047484323","46798-79883256-dropEmpty","Drop Empty","dropEmpty","4345047466222","No"
"4345047484324","46798-79883256-etaToStop","ETA to Stop","etaToStop","4345047466222","No"
"4345047484325","46798-79883256-natNalUpdate","Update NAT/NAL","natNalUpdate","4345047466222","No"
"4345047484326","46798-79883256-departed","Departed from Stop","departed","4345047466222","No"
"4345047484327","2437360-79883257-arrived","Arrived at Stop","arrived","4345047466223","No"
"4345047484328","2437360-79883257-dropLoaded","Drop Loaded","dropLoaded","4345047466223","No"
"4345047484329","2437360-79883257-pickupEmpty","Pickup Empty","pickupEmpty","4345047466223","No"
"4345047484330","2437360-79883257-paperworkReference","Paperwork","paperworkReference","4345047466223","No"
"4345047484331","2437360-79883257-departed","Departed from Stop","departed","4345047466223","No"
"4345047484332","2437360-79883257-expense","Report Expenses","expense","4345047466223","No"
"4345047484333","46798-79883258-arrived","Arrived at Stop","arrived","4345047466224","No"
"4345047484334","46798-79883258-pickupLoadedTrailingUnit","Pickup Loaded Trailing Unit","pickupLoadedTrailingUnit","4345047466224","No"
"4345047484335","46798-79883258-dropEmpty","Drop Empty","dropEmpty","4345047466224","No"
"4345047484336","46798-79883258-etaToStop","ETA to Stop","etaToStop","4345047466224","No"
"4345047484337","46798-79883258-natNalUpdate","Update NAT/NAL","natNalUpdate","4345047466224","No"
"4345047484338","46798-79883258-departed","Departed from Stop","departed","4345047466224","No"
"4345047484339","2437360-79883259-arrived","Arrived at Stop","arrived","4345047466225","No"
"4345047484340","2437360-79883259-dropLoaded","Drop Loaded","dropLoaded","4345047466225","No"
"4345047484341","2437360-79883259-pickupEmpty","Pickup Empty","pickupEmpty","4345047466225","No"
"4345047484342","2437360-79883259-paperworkReference","Paperwork","paperworkReference","4345047466225","No"
"4345047484343","2437360-79883259-departed","Departed from Stop","departed","4345047466225","No"
"4345047484344","2437360-79883259-expense","Report Expenses","expense","4345047466225","No"
"4345047484345","46798-79883261-arrived","Arrived at Stop","arrived","4345047466226","No"
"4345047484346","46798-79883261-pickupLoadedTrailingUnit","Pickup Loaded Trailing Unit","pickupLoadedTrailingUnit","4345047466226","No"
"4345047484347","46798-79883261-dropEmpty","Drop Empty","dropEmpty","4345047466226","No"
"4345047484348","46798-79883261-etaToStop","ETA to Stop","etaToStop","4345047466226","No"
"4345047484349","46798-79883261-natNalUpdate","Update NAT/NAL","natNalUpdate","4345047466226","No"
"4345047484350","46798-79883261-departed","Departed from Stop","departed","4345047466226","No"
"4345047484351","2437360-79883262-arrived","Arrived at Stop","arrived","4345047466227","No"
"4345047484352","2437360-79883262-dropLoaded","Drop Loaded","dropLoaded","4345047466227","No"
"4345047484353","2437360-79883262-pickupEmpty","Pickup Empty","pickupEmpty","4345047466227","No"
"4345047484354","2437360-79883262-paperworkReference","Paperwork","paperworkReference","4345047466227","No"
"4345047484355","2437360-79883262-departed","Departed from Stop","departed","4345047466227","No"
"4345047484356","2437360-79883262-expense","Report Expenses","expense","4345047466227","No"
"4345047484357","46798-79883263-arrived","Arrived at Stop","arrived","4345047466228","No"
"4345047484358","46798-79883263-pickupLoadedTrailingUnit","Pickup Loaded Trailing Unit","pickupLoadedTrailingUnit","4345047466228","No"
"4345047484359","46798-79883263-dropEmpty","Drop Empty","dropEmpty","4345047466228","No"
"4345047484360","46798-79883263-etaToStop","ETA to Stop","etaToStop","4345047466228","No"
"4345047484361","46798-79883263-natNalUpdate","Update NAT/NAL","natNalUpdate","4345047466228","No"
"4345047484362","46798-79883263-departed","Departed from Stop","departed","4345047466228","No"
"4345047484363","2437360-79883264-arrived","Arrived at Stop","arrived","4345047466229","No"
"4345047484364","2437360-79883264-dropLoaded","Drop Loaded","dropLoaded","4345047466229","No"
"4345047484365","2437360-79883264-pickupEmpty","Pickup Empty","pickupEmpty","4345047466229","No"
"4345047484366","2437360-79883264-paperworkReference","Paperwork","paperworkReference","4345047466229","No"
"4345047484367","2437360-79883264-departed","Departed from Stop","departed","4345047466229","No"
"4345047484368","2437360-79883264-expense","Report Expenses","expense","4345047466229","No"
"4345047484369","46798-79883265-arrived","Arrived at Stop","arrived","4345047466230","No"
"4345047484370","46798-79883265-pickupLoadedTrailingUnit","Pickup Loaded Trailing Unit","pickupLoadedTrailingUnit","4345047466230","No"
"4345047484371","46798-79883265-dropEmpty","Drop Empty","dropEmpty","4345047466230","No"
"4345047484372","46798-79883265-etaToStop","ETA to Stop","etaToStop","4345047466230","No"
"4345047484373","46798-79883265-natNalUpdate","Update NAT/NAL","natNalUpdate","4345047466230","No"
"4345047484374","46798-79883265-departed","Departed from Stop","departed","4345047466230","No"
"4345047484375","2437360-79883266-arrived","Arrived at Stop","arrived","4345047466231","No"
"4345047484376","2437360-79883266-dropLoaded","Drop Loaded","dropLoaded","4345047466231","No"
"4345047484377","2437360-79883266-pickupEmpty","Pickup Empty","pickupEmpty","4345047466231","No"
"4345047484378","2437360-79883266-paperworkReference","Paperwork","paperworkReference","4345047466231","No"
"4345047484379","2437360-79883266-departed","Departed from Stop","departed","4345047466231","No"
"4345047484380","2437360-79883266-expense","Report Expenses","expense","4345047466231","No"
"4457384611601","90347-50953889-arrived","Arrived at Stop","arrived","4457384603401","Yes"
"4457384613601","90347-50953889-pickupLoadedTrailingUnit","Pickup Loaded Trailing Unit","pickupLoadedTrailingUnit","4457384603401","Yes"
"4457384615901","90347-50953889-etaToStop","ETA to Stop","etaToStop","4457384603401","No"
"4457384617901","90347-50953889-natNalUpdate","Update NAT/NAL","natNalUpdate","4457384603401","No"
"4457384619801","90347-50953889-departed","Departed from Stop","departed","4457384603401","No"
"4457384623901","90347-50953889-requestApprovalPickup","Request Approval for Changed Work","requestApprovalPickup","4457384603401","No"
"4457384633201","2194564-50953890-arrived","Arrived at Stop","arrived","4457384626301","No"
"4457384635401","2194564-50953890-dropLoaded","Drop Loaded","dropLoaded","4457384626301","No"
"4457384637401","2194564-50953890-paperworkReference","Paperwork","paperworkReference","4457384626301","No"
"4457384639301","2194564-50953890-departed","Departed from Stop","departed","4457384626301","No"
"4457384641501","2194564-50953890-expense","Report Expenses","expense","4457384626301","No"
"4457384643701","2194564-50953890-requestApprovalDrop","Request Approval for Changed Work","requestApprovalDrop","4457384626301","No"
"4473151284624","46798-79883246-arrived","Arrived at Stop","arrived","4473151278306","Yes"
"4473151284625","46798-79883246-pickupLoadedTrailingUnit","Pickup Loaded Trailing Unit","pickupLoadedTrailingUnit","4473151278306","Yes"
"4473151284626","46798-79883246-dropEmpty","Drop Empty","dropEmpty","4473151278306","Yes"
"4473151284627","46798-79883246-etaToStop","ETA to Stop","etaToStop","4473151278306","Yes"
"4473151284628","46798-79883246-natNalUpdate","Update NAT/NAL","natNalUpdate","4473151278306","Yes"
"4473151284629","46798-79883246-departed","Departed from Stop","departed","4473151278306","Yes"
"4473151284630","2437360-79883247-arrived","Arrived at Stop","arrived","4473151278307","Yes"
"4473151284631","2437360-79883247-dropLoaded","Drop Loaded","dropLoaded","4473151278307","Yes"
"4473151284632","2437360-79883247-pickupEmpty","Pickup Empty","pickupEmpty","4473151278307","Yes"
"4473151284633","2437360-79883247-paperworkReference","Paperwork","paperworkReference","4473151278307","Yes"
"4473151284634","2437360-79883247-departed","Departed from Stop","departed","4473151278307","Yes"
"4473151284635","2437360-79883247-expense","Report Expenses","expense","4473151278307","No"
"447475953100292","46798-79883240-arrived","Arrived at Stop","arrived","447475952800496","Yes"
"447475953100293","46798-79883240-dropEmpty","Drop Empty","dropEmpty","447475952800496","Yes"
"447475953100294","46798-79883240-pickupLoadedTrailingUnit","Pickup Loaded Trailing Unit","pickupLoadedTrailingUnit","447475952800496","Yes"
"447475953100295","46798-79883240-etaToStop","ETA to Stop","etaToStop","447475952800496","Yes"
"447475953100296","46798-79883240-natNalUpdate","Update NAT/NAL","natNalUpdate","447475952800496","Yes"
"447475953100297","46798-79883240-departed","Departed from Stop","departed","447475952800496","Yes"
"447475953100298","2437360-79883241-arrived","Arrived at Stop","arrived","447475952800497","Yes"
"447475953100299","2437360-79883241-dropLoaded","Drop Loaded","dropLoaded","447475952800497","Yes"
"447475953100300","2437360-79883241-pickupEmpty","Pickup Empty","pickupEmpty","447475952800497","No"
"447475953100301","2437360-79883241-paperworkReference","Paperwork","paperworkReference","447475952800497","Yes"
"447475953100302","2437360-79883241-departed","Departed from Stop","departed","447475952800497","Yes"
"447475953100303","2437360-79883241-expense","Report Expenses","expense","447475952800497","No"
"447475953100375","46798-79883244-arrived","Arrived at Stop","arrived","447475952800510","Yes"
"447475953100376","46798-79883244-pickupLoadedTrailingUnit","Pickup Loaded Trailing Unit","pickupLoadedTrailingUnit","447475952800510","Yes"
"447475953100377","46798-79883244-dropEmpty","Drop Empty","dropEmpty","447475952800510","Yes"
"447475953100378","46798-79883244-etaToStop","ETA to Stop","etaToStop","447475952800510","Yes"
"447475953100379","46798-79883244-natNalUpdate","Update NAT/NAL","natNalUpdate","447475952800510","Yes"
"447475953100380","46798-79883244-departed","Departed from Stop","departed","447475952800510","Yes"
"447475953100381","2437360-79883245-arrived","Arrived at Stop","arrived","447475952800511","Yes"
"447475953100382","2437360-79883245-dropLoaded","Drop Loaded","dropLoaded","447475952800511","Yes"
"447475953100383","2437360-79883245-pickupEmpty","Pickup Empty","pickupEmpty","447475952800511","No"
"447475953100384","2437360-79883245-paperworkReference","Paperwork","paperworkReference","447475952800511","Yes"
"447475953100385","2437360-79883245-departed","Departed from Stop","departed","447475952800511","Yes"
"447475953100386","2437360-79883245-expense","Report Expenses","expense","447475952800511","No"
"447475953100387","46798-79883248-arrived","Arrived at Stop","arrived","447475952800512","Yes"
"447475953100388","46798-79883248-pickupLoadedTrailingUnit","Pickup Loaded Trailing Unit","pickupLoadedTrailingUnit","447475952800512","Yes"
"447475953100389","46798-79883248-dropEmpty","Drop Empty","dropEmpty","447475952800512","Yes"
"447475953100390","46798-79883248-etaToStop","ETA to Stop","etaToStop","447475952800512","Yes"
"447475953100391","46798-79883248-natNalUpdate","Update NAT/NAL","natNalUpdate","447475952800512","Yes"
"447475953100392","46798-79883248-departed","Departed from Stop","departed","447475952800512","Yes"
"447475953100393","2437360-79883249-arrived","Arrived at Stop","arrived","447475952800513","Yes"
"447475953100394","2437360-79883249-dropLoaded","Drop Loaded","dropLoaded","447475952800513","No"
"447475953100395","2437360-79883249-pickupEmpty","Pickup Empty","pickupEmpty","447475952800513","No"
"447475953100396","2437360-79883249-paperworkReference","Paperwork","paperworkReference","447475952800513","No"
"447475953100397","2437360-79883249-departed","Departed from Stop","departed","447475952800513","No"
"447475953100398","2437360-79883249-expense","Report Expenses","expense","447475952800513","No"
"447475953100399","46798-79883250-arrived","Arrived at Stop","arrived","447475952800514","Yes"
"447475953100400","46798-79883250-pickupLoadedTrailingUnit","Pickup Loaded Trailing Unit","pickupLoadedTrailingUnit","447475952800514","Yes"
"447475953100401","46798-79883250-dropEmpty","Drop Empty","dropEmpty","447475952800514","Yes"
"447475953100402","46798-79883250-etaToStop","ETA to Stop","etaToStop","447475952800514","Yes"
"447475953100403","46798-79883250-natNalUpdate","Update NAT/NAL","natNalUpdate","447475952800514","Yes"
"447475953100404","46798-79883250-departed","Departed from Stop","departed","447475952800514","Yes"
"447475953100405","2437360-79883251-arrived","Arrived at Stop","arrived","447475952800515","Yes"
"447475953100406","2437360-79883251-dropLoaded","Drop Loaded","dropLoaded","447475952800515","Yes"
"447475953100407","2437360-79883251-pickupEmpty","Pickup Empty","pickupEmpty","447475952800515","Yes"
"447475953100408","2437360-79883251-paperworkReference","Paperwork","paperworkReference","447475952800515","Yes"
"447475953100409","2437360-79883251-departed","Departed from Stop","departed","447475952800515","Yes"
"447475953100410","2437360-79883251-expense","Report Expenses","expense","447475952800515","No"
"447475953100411","46798-79883236-arrived","Arrived at Stop","arrived","447475952800516","Yes"
"447475953100412","46798-79883236-pickupLoadedTrailingUnit","Pickup Loaded Trailing Unit","pickupLoadedTrailingUnit","447475952800516","Yes"
"447475953100413","46798-79883236-dropEmpty","Drop Empty","dropEmpty","447475952800516","Yes"
"447475953100414","46798-79883236-etaToStop","ETA to Stop","etaToStop","447475952800516","Yes"
"447475953100415","46798-79883236-natNalUpdate","Update NAT/NAL","natNalUpdate","447475952800516","Yes"
"447475953100416","46798-79883236-departed","Departed from Stop","departed","447475952800516","Yes"
"447475953100417","2437360-79883237-arrived","Arrived at Stop","arrived","447475952800517","Yes"
"447475953100418","2437360-79883237-dropCustomerLiveUnload","Drop Customer Live Unload","dropCustomerLiveUnload","447475952800517","Yes"
"447475953100419","2437360-79883237-paperworkReference","Paperwork","paperworkReference","447475952800517","Yes"
"447475953100420","2437360-79883237-departed","Departed from Stop","departed","447475952800517","Yes"
"447475953100421","2437360-79883237-expense","Report Expenses","expense","447475952800517","No"
"447475953100422","46798-79883234-arrived","Arrived at Stop","arrived","447475952800518","Yes"
"447475953100423","46798-79883234-pickupLoadedTrailingUnit","Pickup Loaded Trailing Unit","pickupLoadedTrailingUnit","447475952800518","Yes"
"447475953100424","46798-79883234-dropEmpty","Drop Empty","dropEmpty","447475952800518","Yes"
"447475953100425","46798-79883234-etaToStop","ETA to Stop","etaToStop","447475952800518","Yes"
"447475953100426","46798-79883234-natNalUpdate","Update NAT/NAL","natNalUpdate","447475952800518","Yes"
"447475953100427","46798-79883234-departed","Departed from Stop","departed","447475952800518","Yes"
"447475953100428","2437360-79883235-arrived","Arrived at Stop","arrived","447475952800519","Yes"
"447475953100429","2437360-79883235-dropLoaded","Drop Loaded","dropLoaded","447475952800519","Yes"
"447475953100430","2437360-79883235-pickupEmpty","Pickup Empty","pickupEmpty","447475952800519","No"
"447475953100431","2437360-79883235-paperworkReference","Paperwork","paperworkReference","447475952800519","Yes"
"447475953100432","2437360-79883235-departed","Departed from Stop","departed","447475952800519","Yes"
"447475953100433","2437360-79883235-expense","Report Expenses","expense","447475952800519","No"
"447475953100434","46798-79883238-arrived","Arrived at Stop","arrived","447475952800520","Yes"
"447475953100435","46798-79883238-pickupLoadedTrailingUnit","Pickup Loaded Trailing Unit","pickupLoadedTrailingUnit","447475952800520","Yes"
"447475953100436","46798-79883238-dropEmpty","Drop Empty","dropEmpty","447475952800520","Yes"
"447475953100437","46798-79883238-etaToStop","ETA to Stop","etaToStop","447475952800520","Yes"
"447475953100438","46798-79883238-natNalUpdate","Update NAT/NAL","natNalUpdate","447475952800520","Yes"
"447475953100439","46798-79883238-departed","Departed from Stop","departed","447475952800520","Yes"
"447475953100440","2437360-79883239-arrived","Arrived at Stop","arrived","447475952800521","Yes"
"447475953100441","2437360-79883239-pickupEmpty","Pickup Empty","pickupEmpty","447475952800521","Yes"
"447475953100442","2437360-79883239-dropLoaded","Drop Loaded","dropLoaded","447475952800521","Yes"
"447475953100443","2437360-79883239-paperworkReference","Paperwork","paperworkReference","447475952800521","Yes"
"447475953100444","2437360-79883239-departed","Departed from Stop","departed","447475952800521","Yes"
"447475953100445","2437360-79883239-expense","Report Expenses","expense","447475952800521","No"
"448089583300122","71503-79878135-arrived","Arrived at Stop","arrived","448089582500508","Yes"
"448089583300123","71503-79878135-pickupCustomerLiveLoad","Pickup Customer Live Load","pickupCustomerLiveLoad","448089582500508","Yes"
"448089583300124","71503-79878135-etaToStop","ETA to Stop","etaToStop","448089582500508","Yes"
"448089583300125","71503-79878135-natNalUpdate","Update NAT/NAL","natNalUpdate","448089582500508","Yes"
"448089583300126","71503-79878135-departed","Departed from Stop","departed","448089582500508","Yes"
"448089583300127","67911-79878136-arrived","Arrived at Stop","arrived","448089582500509","Yes"
"448089583300128","67911-79878136-dropCustomerLiveUnload","Drop Customer Live Unload","dropCustomerLiveUnload","448089582500509","Yes"
"448089583300129","67911-79878136-paperworkReference","Paperwork","paperworkReference","448089582500509","Yes"
"448089583300130","67911-79878136-departed","Departed from Stop","departed","448089582500509","Yes"
"448089583300131","67911-79878136-expense","Report Expenses","expense","448089582500509","Yes"
"448089583300143","71503-79878137-arrived","Arrived at Stop","arrived","448089582500512","Yes"
"448089583300144","71503-79878137-pickupFullDriverHandLoad","Pickup Full Driver Hand Load","pickupFullDriverHandLoad","448089582500512","Yes"
"448089583300145","71503-79878137-etaToStop","ETA to Stop","etaToStop","448089582500512","Yes"
"448089583300146","71503-79878137-natNalUpdate","Update NAT/NAL","natNalUpdate","448089582500512","Yes"
"448089583300147","71503-79878137-departed","Departed from Stop","departed","448089582500512","Yes"
"448089583300148","67911-79878138-arrived","Arrived at Stop","arrived","448089582500513","Yes"
"448089583300149","67911-79878138-dropFullDriverHandUnload","Drop Full Driver Hand Unload","dropFullDriverHandUnload","448089582500513","Yes"
"448089583300150","67911-79878138-paperworkReference","Paperwork","paperworkReference","448089582500513","Yes"
"448089583300151","67911-79878138-departed","Departed from Stop","departed","448089582500513","Yes"
"448089583300152","67911-79878138-expense","Report Expenses","expense","448089582500513","Yes"
"448089583300180","2463569-79880946-arrived","Arrived at Stop","arrived","448089582500520","Yes"
"448089583300181","2463569-79880946-pickupLoadedTrailingUnit","Pickup Loaded Trailing Unit","pickupLoadedTrailingUnit","448089582500520","Yes"
"448089583300182","2463569-79880946-departed","Departed from Stop","departed","448089582500520","Yes"
"448089583300183","2168014-79880947-arrived","Arrived at Stop","arrived","448089582500521","Yes"
"448089583300184","2168014-79880947-dropAtRamp","Drop Ramp","dropAtRamp","448089582500521","Yes"
"448089583300185","2168014-79880947-paperworkReference","Paperwork","paperworkReference","448089582500521","Yes"
"448089583300186","2168014-79880947-departed","Departed from Stop","departed","448089582500521","Yes"
"448089583300187","2168014-79880947-expense","Report Expenses","expense","448089582500521","Yes"
"456898382200049","2325021--arrived","Arrived at Stop","arrived","456898381400705","No"
"456898382200050","2325021--etaUpdateToNextStop","ETA Update to Next Stop","etaUpdateToNextStop","456898381400705","No"
"456898382200051","2325021--departed","Departed from Stop","departed","456898381400705","No"
